provid,run_timestamp,t1_passes,t1_gls_period_hr,t1_gls_power,t1_snr,t1_n_obs,t1_reject_reason,t2_passes,t2_to_tier3,t2_mhaov_period_hr,t2_mbls_period_hr,t2_ce_period_hr,t2_consensus_period_hr,t2_F_stat,t2_p_value,t2_amplitude_mag,t2_agreement,t2_period_spread_pct,t3_ran,t3_publish_tentative,t3_needs_followup,t3_bayes_period_hr,t3_clean_period_hr,t3_ci_lo,t3_ci_hi,t3_ci_width,t3_clean_peak_ratio,final_period_hr,final_period_unc_hr,reliability,n_bands,baseline_hr,bands_used
2025 MF53,2026-03-20T11:35:53.748086+00:00,False,2.3104052026013004,0.03799325754626015,7.749655716210791,482,GLS power=0.038 too low — no periodic signal,,,,,,,,,,,,False,,,,,,,,,,,,3,289.1241666666465,"Lg,Li,Lr"
2025 MP69,2026-03-20T11:36:16.472986+00:00,True,3.427213606803402,0.05390778256021815,9.385262785678174,481,,False,True,5.366122040680226,18.787595865288427,6.869296162020253,6.869296162020253,8.694296420037924,8.851278230359583e-07,0.6100420810690813,False,1.7350103157819419,True,False,True,18.787595865288427,4.7882319747608175,18.773811324495075,18.80138040608178,0.027569081586703348,1.7411976344254712,,,followup_needed,3,289.1352777777356,"Lg,Li,Lr"
2025 MG21,2026-03-20T11:36:38.841481+00:00,True,16.72311155577789,0.5983335725427325,14.440508414087168,476,,False,True,19.61187062354118,16.91630543514505,16.96968371046381,16.96968371046381,187.5999455141037,1.1102230246251565e-16,1.2707647404396707,False,0.15570042189106895,True,False,True,16.91630543514505,13.53304434811604,16.90300485623937,16.929606014050727,0.026601157811359855,10.776257977686942,,,followup_needed,3,289.0519444444799,"Lg,Li,Lr"
2025 ML14,2026-03-20T11:36:55.329059+00:00,True,14.842171085542772,0.08568669674220253,8.315559271376703,475,,False,True,3.273924641547182,3.273924641547182,7.007375921990249,3.273924641547182,17.96249314504866,9.747758156208874e-14,0.45735575992571864,False,1.140359565111304,True,False,True,3.273924641547182,6.543342332507283,3.259863017623457,3.287986265470907,0.028123247847450017,1.2156737957111001,,,followup_needed,3,289.0988888888969,"Lg,Li,Lr"
2025 MQ51,2026-03-20T11:36:56.615291+00:00,False,15.78264132066033,0.040057674540350696,8.183966156906267,475,GLS power=0.040 too low — no periodic signal,,,,,,,,,,,,False,,,,,,,,,,,,3,288.9922222222667,"Lg,Li,Lr"
2025 MD78,2026-03-20T11:36:57.899272+00:00,False,18.54527263631816,0.03910228594360623,6.99018782292611,472,GLS power=0.039 too low — no periodic signal,,,,,,,,,,,,False,,,,,,,,,,,,3,289.0633333332371,"Lg,Li,Lr"
2025 MU59,2026-03-20T11:36:13.416205+00:00,True,4.967233616808405,0.3774219232628301,16.321324682276757,481,,False,True,8.226242080693563,8.177725908636212,7.010313789223653,8.177725908636212,138.89642659339643,1.1102230246251565e-16,0.6691743119733471,False,0.14275510483660908,True,False,True,8.177725908636212,6.292870304440229,8.171771150606851,8.183680666665573,0.011909516058723035,8.572626441558914,,,followup_needed,3,289.0988888888969,"Lg,Li,Lr"
2025 MV46,2026-03-20T11:36:35.102672+00:00,True,1.6990995497748875,0.2504605420148353,7.979800020804677,480,,False,True,3.665721907302434,3.6642214071357118,3.4055506938367297,3.6642214071357118,56.90302106747138,1.1102230246251565e-16,0.5266668013731087,False,0.07059363628932892,True,False,True,3.6642214071357118,2.9705928732096876,3.661839676770741,3.6666031375006827,0.004763460729941826,2.2790067327462453,,,followup_needed,3,289.0866666667862,"Lg,Li,Lr"
2022 SK118,2026-03-20T11:36:57.524405+00:00,True,21.437218609304654,0.37841340565558507,9.089843137503976,479,,False,True,22.30743581193731,22.2917639213071,17.4573696712089,22.2917639213071,67.58594250083839,1.1102230246251565e-16,0.6726483921752943,False,0.2168690762724762,True,False,True,22.2917639213071,15.904306014840484,22.277623469827596,22.305904372786607,0.028280902959012977,1.2795966720280565,,,followup_needed,3,288.92305555567145,"Lg,Li,Lr"
2025 MB78,2026-03-20T11:37:19.991147+00:00,True,15.512256128064033,0.5676858554279609,15.702426593541881,476,,False,True,15.52150716905635,43.7999333111037,22.281347668458558,22.281347668458558,154.7770420475311,1.1102230246251565e-16,1.1148722881414734,False,0.9657667912567899,True,False,True,43.7999333111037,16.466294561955433,43.768786473975155,43.831080148232246,0.06229367425708432,3.6410117801327915,,,followup_needed,3,289.14722222217824,"Lg,Li,Lr"
2025 MH82,2026-03-20T11:37:20.728804+00:00,True,1.8754377188594298,0.1048821857899255,7.871955657719112,473,,False,True,3.7519173057685893,3.759753251083694,3.514251781472684,3.7519173057685893,14.531550967000607,3.399891479460848e-11,0.7950675214296303,False,0.06334508597255863,True,False,True,3.759753251083694,2.9571429706305263,3.757244680481876,3.762261821685512,0.005017141203635944,1.0916342441150988,,,followup_needed,3,289.00361111102393,"Lg,Li,Lr"
