provid,run_timestamp,t1_passes,t1_gls_period_hr,t1_gls_power,t1_snr,t1_n_obs,t1_reject_reason,t2_passes,t2_to_tier3,t2_mhaov_period_hr,t2_mbls_period_hr,t2_ce_period_hr,t2_consensus_period_hr,t2_F_stat,t2_p_value,t2_amplitude_mag,t2_agreement,t2_period_spread_pct,t3_ran,t3_publish_tentative,t3_needs_followup,t3_bayes_period_hr,t3_clean_period_hr,t3_ci_lo,t3_ci_hi,t3_ci_width,t3_clean_peak_ratio,final_period_hr,final_period_unc_hr,reliability,n_bands,baseline_hr,bands_used
2025 MC8,2026-03-20T13:47:39.578097+00:00,True,7.024512256128064,0.2090544514377525,9.890905568216983,123,,False,True,15.905468489496497,3.053017672557519,14.02300287535942,14.02300287535942,10.596001102639656,2.2720962344902063e-07,0.9000724067077454,False,0.7822850284140692,True,False,True,3.053017672557519,3.4594059781354094,3.0421774687128695,3.0638578764021687,0.02168040768929913,1.8405774567242958,,,followup_needed,3,289.0527777778334,"Lg,Li,Lr"
2025 MR67,2026-03-20T13:47:47.008389+00:00,True,0.6880940470235117,0.27083161202489253,7.434731367522924,123,,False,True,1.416805601867289,1.4388129376458818,1.8514189273659207,1.4388129376458818,15.266044067103707,4.3473058486398486e-10,0.9219066895728426,False,0.2867683344541221,True,False,True,1.4388129376458818,1.1429214420414384,1.4372304703574545,1.440395404934309,0.0031649345768545167,4.3726738107698875,,,followup_needed,3,289.0527777778334,"Lg,Li,Lr"
2025 FK17,2026-03-20T13:47:55.549794+00:00,True,1.2406203101550775,0.08450653650657382,7.606589378669506,123,,False,True,23.561187062354115,23.631710570190062,3.928491061382673,23.561187062354115,5.222598887099066,0.0006574719166085874,0.45639536272017034,False,0.8332642981447901,True,False,True,23.631710570190062,24.0,23.623827310535113,23.639593829845012,0.01576651930989792,1.4145219926389343,,,followup_needed,3,50.974166666565,"Lg,Li,Lr"
2025 KA26,2026-03-20T13:47:33.685863+00:00,True,10.99799899949975,0.10192842460564304,8.263239436325708,123,,False,False,5.342614204734911,1.2977659219739914,4.325103137892237,4.325103137892237,4.666031307139423,0.0015647106183863668,0.5858636760354927,False,0.6999456705194006,False,,,,,,,,,,,,4,236.71166666666977,"Lg,Li,Lr,Lz"
2025 KJ26,2026-03-20T13:47:42.546528+00:00,True,7.048024012006003,0.21291466400153808,6.565526411467637,121,,False,True,2.9213071023674555,2.929143047682561,13.779159894986874,2.929143047682561,10.776348422749898,1.836149779999019e-07,0.42610266410424963,False,3.704160797433494,True,False,True,2.929143047682561,3.3229609423877076,2.9244227451513938,2.933863350213728,0.009440605062334129,1.1522259920207623,,,followup_needed,3,212.83527777786367,"Lg,Li,Lr,Lz"
2025 MK13,2026-03-20T13:47:50.970236+00:00,True,16.029514757378692,0.24487219408270772,6.726802628801989,123,,False,True,16.030843614538178,38.61253751250417,7.05731966495812,16.030843614538178,10.895838314369046,1.4923863145277494e-07,1.1301028416387342,False,1.4086403960353977,True,False,True,38.61253751250417,19.23701233744581,38.58036859555192,38.64470642945642,0.06433783390450287,13.230841473783128,,,followup_needed,3,288.7938888888457,"Lg,Li,Lr"
2025 MT72,2026-03-20T13:47:58.315546+00:00,True,2.510255127563782,0.41962788244349486,8.003776653099838,122,,False,True,2.5138379459819937,5.616872290763587,6.7840980122515315,5.616872290763587,22.926699237126034,5.284661597215745e-14,1.084511736495028,False,0.5524487978627689,True,False,True,5.616872290763587,2.270020887676048,5.611062325345653,5.6226822561815215,0.01161993083586843,4.35084839197622,,,followup_needed,3,98.08305555547122,"Lg,Li,Lr"
2025 MO39,2026-03-20T13:48:06.800297+00:00,True,2.7453726863431718,0.2882758090584809,16.869016055285346,122,,False,True,2.4668222740913635,7.080693564521507,2.474246780847606,2.474246780847606,46.39024874183312,1.1102230246251565e-16,1.391693824561041,False,1.8617572100443442,True,False,True,7.080693564521507,2.7423803475182913,7.076912845520064,7.08447428352295,0.007561438002886334,3.9462011329908955,,,followup_needed,3,51.032222222245764,"Lg,Li,Lr"
2025 MC52,2026-03-20T13:48:13.709304+00:00,True,2.945222611305653,0.28694225863803163,5.859395646756939,122,,False,True,5.906802267422473,5.8739579859953315,3.241030128766096,5.8739579859953315,12.137554126724075,2.7574250105466547e-08,0.31054796927811773,False,0.44823743436813884,True,False,True,5.8739579859953315,2.948361856268823,5.867454246606503,5.88046172538416,0.013007478777657067,1.334288590565633,,,followup_needed,3,51.1147222223226,"Lg,Li,Lr"
2016 AY310,2026-03-20T13:48:22.098668+00:00,True,2.028264132066033,0.3760726352683026,16.027823341478207,121,,False,True,4.4258086028676225,15.262920973657884,12.662770346293287,12.662770346293287,29.46602986725314,1.1102230246251565e-16,0.8110078610787972,False,0.6504865458478587,True,False,True,15.262920973657884,15.232293038593689,15.249887813963726,15.275954133352043,0.026066319388316828,1.024111403608411,,,followup_needed,4,165.09861111093778,"Lg,Li,Lr,Lz"
2025 MD17,2026-03-20T13:48:25.354585+00:00,True,7.1538269134567285,0.13078263420428773,4.941056769692327,122,,False,False,16.649883294431476,35.838612870956986,10.49756219527441,16.649883294431476,4.698034440999356,0.0014946728358388173,0.8375091224628496,False,1.1524843290007922,False,,,,,,,,,,,,3,99.15499999991152,"Lg,Li,Lr"
2025 KL26,2026-03-20T13:48:03.357661+00:00,True,0.5705352676338169,0.34452646196713727,6.136873877790537,120,,False,True,1.8791263754584862,5.757919306435478,4.2457807225903235,4.2457807225903235,17.106381767553778,4.924971541697687e-11,0.5471023062050264,False,0.5574132301602707,True,False,True,5.757919306435478,2.232326717601519,5.749399345119244,5.7664392677517124,0.017039922632468674,2.6122587154719104,,,followup_needed,3,212.8469444444636,"Lg,Li,Lr,Lz"
2025 ME23,2026-03-20T13:48:11.708437+00:00,True,4.520510255127564,0.25637803472639453,5.594795915415947,122,,False,True,5.554184728242747,7.309436478826275,22.055131891486436,7.309436478826275,13.190926268635646,6.696498466851608e-09,0.9678996933669587,False,2.017350510586277,True,False,True,7.309436478826275,6.844957237696846,7.294768713316925,7.324104244335626,0.029335531018700678,1.0490843867879782,,,followup_needed,3,289.0280555555946,"Lg,Li,Lr"
2025 MB61,2026-03-20T13:48:20.303086+00:00,True,2.3574287143571784,0.27505242986601414,5.609814408931294,122,,False,True,4.292597532510836,4.284761587195732,5.171208901112639,4.292597532510836,12.896192218114736,9.918997956326336e-09,0.8050083676816406,False,0.204680583713535,True,False,True,4.284761587195732,3.788932988811209,4.280946603159803,4.28857657123166,0.0076299680718578955,1.7206918664804305,,,followup_needed,3,50.974166666565,"Lg,Li,Lr"
2025 ML63,2026-03-20T13:48:27.569978+00:00,True,9.622561280640321,0.2628154984185926,4.899174708745207,122,,False,True,14.542014004668221,13.725575191730575,5.34748093511689,13.725575191730575,10.898805344909574,1.516694546621622e-07,0.876952272865392,False,0.6104002301965993,True,False,True,13.725575191730575,4.34952295458337,13.714844460757096,13.736305922704055,0.021461461946957527,1.3578189563040481,,,followup_needed,3,144.3844444443821,"Lg,Li,Lr"
2025 MO79,2026-03-20T13:48:34.140075+00:00,True,4.167833916958479,0.343503910488254,7.734223300420304,122,,False,True,3.0936978992997664,5.4821607202400795,2.459557444680585,3.0936978992997664,24.941231672591286,5.995204332975845e-15,0.9745121358529583,False,0.7720413882299724,True,False,True,5.4821607202400795,2.0433246463500248,5.475952630810047,5.488368809670112,0.012416178860064964,1.3791852114546168,,,followup_needed,3,289.0280555555946,"Lg,Li,Lr"
2025 MB10,2026-03-20T13:48:40.235748+00:00,True,19.050775387693847,0.13785794713797694,4.304604324812798,122,,False,True,5.319106368789596,5.319106368789596,7.210088761095137,5.319106368789596,8.206269660260714,7.204170696328838e-06,0.7619149654918653,False,0.3555075347619892,True,False,True,5.319106368789596,4.433181629104907,5.3084325767452025,5.329780160833989,0.021347584088787563,1.0140795918890697,,,followup_needed,3,144.27944444445893,"Lg,Li,Lr"
2025 MU40,2026-03-20T13:48:43.317699+00:00,True,0.5822911455727864,0.07419863098873485,4.02584939402485,122,,False,False,1.1660553517839278,1.5798599533177726,3.528941117639705,1.5798599533177726,4.220460926490178,0.0031529728518515654,0.6884202463782494,False,1.2337050257065798,False,,,,,,,,,,,,3,51.032500000088476,"Lg,Li,Lr"
2025 MJ23,2026-03-20T13:48:51.897486+00:00,True,2.8159079539769887,0.682054311266143,12.99181141874526,121,,False,True,3.195565188396132,5.654551517172391,3.191086385798225,3.195565188396132,76.06723284817265,1.1102230246251565e-16,1.0913121591746018,False,0.7694996608752224,True,False,True,5.654551517172391,3.172052668615291,5.648808706611238,5.660294327733544,0.011485621122306888,2.1975184480681884,,,followup_needed,3,51.032222222245764,"Lg,Li,Lr"
2025 KR26,2026-03-20T13:48:36.351116+00:00,True,15.300650325162582,0.6285151827761633,8.510068287801577,120,,False,True,15.33344448149383,4.598199399799933,10.482872859107388,10.482872859107388,51.18969736948953,1.1102230246251565e-16,1.0216336979505793,False,0.5613607584865787,True,False,True,4.598199399799933,9.311876359126831,4.577163534530822,4.619235265069044,0.042071730538221885,1.0451894099846564,,,followup_needed,3,212.8469444444636,"Lg,Li,Lr,Lz"
2025 MD30,2026-03-20T13:48:37.512233+00:00,False,1.4287143571785892,0.04869185711907355,4.211826176627981,121,GLS power=0.049 too low — no periodic signal,,,,,,,,,,,,False,,,,,,,,,,,,3,51.23416666657431,"Lg,Li,Lr"
2025 MY43,2026-03-20T13:48:45.771852+00:00,True,2.0752876438219108,0.17506448071978448,4.677375308874607,121,,False,True,6.729576525508502,12.120706902300766,7.283535441930241,7.283535441930241,10.548365163149189,2.5253237623257263e-07,0.8372501802885547,False,0.6641241055165292,True,False,True,12.120706902300766,9.874930439466445,12.107614246694638,12.133799557906894,0.02618531121225498,1.2484997686405508,,,followup_needed,3,216.0725000000093,"Lg,Li,Lr"
2025 MV17,2026-03-20T13:48:51.942966+00:00,True,0.8761880940470235,0.10549026898241244,4.931433821332727,121,,False,True,1.7459153051017005,1.7459153051017005,0.9083635454431804,1.7459153051017005,3.563443116946828,0.00884778487563398,0.7150579040932454,False,0.03897766821436738,True,False,True,1.7459153051017005,0.8433502348328659,1.7424117961282524,1.7494188140751485,0.007007017946896177,1.1254757381411367,,,followup_needed,3,50.88027777773095,"Lg,Li,Lr"
2025 MW37,2026-03-20T13:49:00.439320+00:00,True,9.951725862931466,0.38119549276519554,5.110975411563587,120,,False,True,9.950150050016672,34.22440813604535,13.500062507813476,13.500062507813476,18.033704156319793,1.6071588504473766e-11,0.8739767953773734,False,1.5351296052322454,True,False,True,34.22440813604535,9.996739381354542,34.20444127975769,34.24437499233301,0.03993371257531564,2.5237706086007963,,,followup_needed,3,264.55500000016764,"Lg,Li,Lr"
2025 MM86,2026-03-20T13:49:07.695650+00:00,True,1.5697848924462232,0.15911493518282643,5.928346515633672,120,,False,True,3.1407135711903966,3.1485495165055015,3.6817102137767224,3.1485495165055015,7.747481880486114,1.4531937102213455e-05,0.8121834726418131,False,0.1693353382171971,True,False,True,3.1485495165055015,2.5545870920184095,3.145699443116537,3.1513995898944662,0.005700146777929849,9.07394467870425,,,followup_needed,3,51.00888888904592,"Lg,Li,Lr"
2025 MM78,2026-03-20T13:49:11.417493+00:00,True,10.715857928964482,0.22620945842033177,4.734161595947524,120,,True,False,10.874791597199065,10.866955651883961,10.867733466683335,10.867733466683335,13.112479368840903,7.86569820387939e-09,0.8521490872705543,True,0.0006494574547091683,False,,,,,,,,,10.867733466683335,0.0070581305157298045,confirmed,3,289.0286111111054,"Lg,Li,Lr"
2025 MR18,2026-03-20T13:49:16.162622+00:00,True,15.34767383691846,0.143147988413264,4.900396116177022,120,,True,False,20.30926975658553,20.246582194064686,10.142080260032504,20.246582194064686,7.427453884358235,2.338161488102397e-05,0.8992226873184835,True,0.0030866477855764577,False,,,,,,,,,20.246582194064686,0.0624940680948015,confirmed,3,216.83277777774492,"Lg,Li,Lr"
2021 RY88,2026-03-20T13:49:00.742057+00:00,True,14.736368184092047,0.5212030107980855,6.254288221874024,121,,False,True,19.478659553184393,39.02000666888963,14.161082635329416,19.478659553184393,38.24228475507751,1.1102230246251565e-16,0.9631603861685997,False,1.0032182688109867,True,False,True,39.02000666888963,14.454723813720863,38.983805973228534,39.05620736455072,0.07240139132218815,1.5838898486455222,,,followup_needed,3,289.1358333332464,"Lg,Li,Lr"
2025 MY72,2026-03-20T13:49:08.046666+00:00,True,16.170585292646322,0.21106707208116288,5.920895409765331,120,,False,True,16.10136712237412,16.140546848949647,0.8936742092761596,16.10136712237412,9.01395658270267,2.2791340796857185e-06,1.0035917719552236,False,0.9444969981440102,True,False,True,16.140546848949647,12.881093697899297,16.13449901360654,16.146594684292754,0.012095670686214532,5.544325266828525,,,followup_needed,3,144.43249999999534,"Lg,Li,Lr"
2000 EL94,2026-03-20T13:49:16.465609+00:00,True,3.262631315657829,0.5094298348731806,157.51974847080015,112,,False,True,2.6705568522840943,5.68589529843281,5.144768096012002,5.144768096012002,46.25557261974857,1.1102230246251565e-16,0.2835355472474403,False,0.48091793401637023,True,False,True,5.68589529843281,2.1543087383642927,5.680536321471704,5.691254275393916,0.010717953922211088,2.4872208264721642,,,followup_needed,3,331.59249999996973,"Lg,Li,Lr"
2015 PF40,2026-03-20T13:49:24.028281+00:00,True,1.0525262631315657,0.3133183392992995,7.640825485963744,121,,False,True,2.0123374458152714,2.1533844614871622,4.31335166895862,2.1533844614871622,20.25059587191735,1.1337597527472099e-12,0.9016174073437218,False,1.0030569301957097,True,False,True,2.1533844614871622,4.6162961005577205,2.149623341559784,2.1571455814145404,0.007522239854756307,1.8051808895418358,,,followup_needed,3,216.63694444438443,"Lg,Li,Lr"
2022 OP52,2026-03-20T13:49:19.641446+00:00,True,0.5117558779389695,0.07252025511894727,5.665938791738284,120,,False,False,0.727242414138046,0.727242414138046,1.5899487435929491,0.727242414138046,3.558879144770236,0.008932893430699251,0.7507368899053227,False,1.1862706474239784,False,,,,,,,,,,,,3,51.00916666671401,"Lg,Li,Lr"
2025 MP34,2026-03-20T13:49:27.424407+00:00,True,1.8519259629814908,0.2571742469826715,7.641219266335295,118,,False,True,3.697065688562854,2.498166055351784,4.375046880860108,3.697065688562854,10.282682951301352,3.885125280378432e-07,0.6189387605731589,False,0.32428410372031813,True,False,True,2.498166055351784,2.0052169006168166,2.4931530131002417,2.503179097603326,0.010026084503084398,4.2765117267463,,,followup_needed,3,74.55138888896909,"Lg,Li,Lr"
2025 MM56,2026-03-20T13:49:34.854661+00:00,True,16.31165582791396,0.2775867686707303,5.844186605487797,120,,False,True,19.24358119373124,32.54751583861287,9.354731841480184,19.24358119373124,10.575678901191583,2.4791789987599344e-07,0.9584466032999988,False,0.6913440128916755,True,False,True,32.54751583861287,24.0,32.52874380147277,32.56628787575296,0.037544074280186024,16.381034254622676,,,followup_needed,3,144.27972222230164,"Lg,Li,Lr"
2025 MQ55,2026-03-20T13:49:41.869833+00:00,True,1.2993996998499249,0.16349963712497195,6.353368773143801,120,,False,True,3.0858619539846615,3.0858619539846615,1.3696087010876359,3.0858619539846615,12.87508657890695,1.0778911541109437e-08,1.0165390037030082,False,0.5561665682031998,True,False,True,3.0858619539846615,1.4474794299120166,3.079669588859609,3.092054319109714,0.01238473025010478,3.5828173291027436,,,followup_needed,3,143.04666666663252,"Lg,Li,Lr"
2025 MR17,2026-03-20T13:49:31.313135+00:00,True,4.238369184592296,0.19651447353693205,7.89548154862189,120,,False,True,6.3221073691230405,6.3221073691230405,3.878547318414802,6.3221073691230405,14.900487123492498,7.704837878819149e-10,0.41846052207696016,False,0.38651036878021355,True,False,True,6.3221073691230405,3.1599134674443006,6.309420866041188,6.334793872204893,0.025373006163704304,6.882499021714443,,,followup_needed,3,51.032222222245764,"Lg,Li,Lr"
2025 MR71,2026-03-20T13:49:38.486171+00:00,True,2.1928464232116056,0.1317033753223496,4.722000354414187,120,,False,True,3.8302767589196396,2.545181727242414,3.54656832104013,3.54656832104013,5.97437950846376,0.0002100577614262411,0.7626030572378912,False,0.28235367350931195,True,False,True,2.545181727242414,2.1144586657090825,2.5400743391609915,2.550289115323837,0.010214776162845496,1.5004723522293177,,,followup_needed,3,240.55750000005355,"Lg,Li,Lr"
2025 MM118,2026-03-20T13:49:47.325461+00:00,True,2.4044522261130563,0.5269278445191584,13.049968425754235,116,,False,True,3.383627875958653,12.152050683561185,3.625890736342043,3.625890736342043,29.058421591770625,1.1102230246251565e-16,0.8736953861042461,False,2.3514663201953936,True,False,True,12.152050683561185,3.0826094762914282,12.145679507809783,12.158421859312588,0.012742351502804006,1.7706592836857573,,,followup_needed,4,604.2888888889574,"Lg,Li,Lr,Lz"
2025 MW10,2026-03-20T13:49:55.799188+00:00,True,10.680590295147574,0.21593294140883879,4.625235970640027,120,,False,True,20.896965655218406,21.40480160053351,7.3951743967996,20.896965655218406,9.39014638191707,1.3267577362308103e-06,0.857981272553725,False,0.6461125256741035,True,False,True,21.40480160053351,6.222829024196587,21.38996178569043,21.41964141537659,0.029679629686153675,1.1741027529468062,,,followup_needed,3,288.81583333335584,"Lg,Li,Lr"
2025 MN74,2026-03-20T13:49:45.293388+00:00,True,3.286143071535768,0.10283582550560896,6.254647058971145,119,,False,False,4.6138712904301435,5.742247415805268,0.8966120765095638,4.6138712904301435,4.269340051390419,0.0029521014497585485,0.8068494706072777,False,0.8056703319032595,False,,,,,,,,,,,,3,50.99750000011409,"Lg,Li,Lr"
2025 MP66,2026-03-20T13:49:52.437801+00:00,True,5.496248124062031,0.24625793644424282,4.647507825067541,119,,False,True,10.968822940980326,20.332777592530842,7.4744968121015125,10.968822940980326,9.68682161839751,8.836337787032633e-07,0.7900763302614819,False,0.8536881944338113,True,False,True,20.332777592530842,24.0,20.310766576595768,20.354788608465917,0.044022031870152745,9.017850006032365,,,followup_needed,3,144.3377777778078,"Lg,Li,Lr"
2025 MD12,2026-03-20T13:50:00.929994+00:00,True,0.9349674837418709,0.1132731455986349,7.392358061298086,119,,False,True,1.8007669223074356,3.6015338446148712,3.575946993374172,3.6015338446148712,4.43488385289575,0.0022805874082219013,0.7096663738846163,False,0.007155265804583171,True,False,True,3.6015338446148712,4.157187875909238,3.597920265506562,3.6051474237231806,0.00722715821661879,1.6050390809190807,,,followup_needed,3,51.13861111103324,"Lg,Li,Lr"
2025 MF40,2026-03-20T13:50:09.422460+00:00,True,15.230115057528765,0.17080548588538477,6.019146363266137,119,,False,True,9.6837279093031,4.496332110703568,1.1287035879484937,4.496332110703568,6.490841945171101,9.643259485414557e-05,0.8908336617633883,False,1.1536949831285206,True,False,True,4.496332110703568,1.3197149643705464,4.487309370682089,4.5053548507250465,0.018045480042957696,1.0101234912352586,,,followup_needed,3,143.3047222220921,"Lg,Li,Lr"
2025 MA45,2026-03-20T13:49:59.525666+00:00,True,0.8761880940470235,0.6327876025246694,17.085037659347826,119,,True,False,1.6910636878959653,3.3821273757919306,3.2674709338667336,3.3821273757919306,56.40803960445108,1.1102230246251565e-16,1.0251022595608694,True,0.035090271419638046,False,,,,,,,,,3.3821273757919306,0.11867976759232701,confirmed,3,289.0527777778334,"Lg,Li,Lr"
2025 MW38,2026-03-20T13:50:07.014110+00:00,True,16.487993996998497,0.39074156460894777,5.261268790210454,118,,False,True,20.074191397132378,14.95731910636879,6.763532941617703,14.95731910636879,18.10512796980987,1.6256107571166467e-11,0.952289651028092,False,0.5478111489419013,True,False,True,14.95731910636879,16.72818564939707,14.92730441919882,14.98733379353876,0.06002937433994049,1.1060332638303703,,,followup_needed,3,216.7491666666465,"Lg,Li,Lr"
2025 MV24,2026-03-20T13:50:15.831786+00:00,True,3.4859929964982492,0.18366516016861018,8.559380005099117,118,,False,True,3.0310103367789263,12.293097699233076,8.117889736217027,8.117889736217027,9.161376958222283,1.901717518459911e-06,0.727547300433425,False,0.6266258306937761,True,False,True,12.293097699233076,3.4831275977165186,12.276807619494848,12.309387778971304,0.032580159476456316,1.4895528053692346,,,followup_needed,3,288.9916666667559,"Lg,Li,Lr"
2019 EG2,2026-03-20T13:50:23.991239+00:00,True,2.898199099549775,0.7094498078600129,10.134030707052398,118,,False,True,5.248582860953651,14.816272090696899,3.0383172896612076,5.248582860953651,75.99398505215616,1.1102230246251565e-16,0.4185354682012641,False,1.8229090562558072,True,False,True,14.816272090696899,2.8980872609076136,14.805739817397326,14.826804363996471,0.021064546599144585,57.71870832968498,,,followup_needed,3,193.3666666665813,"Lg,Li,Lr"
2025 MX64,2026-03-20T13:50:17.017752+00:00,True,19.121310655327665,0.1629498499526327,5.997545695026307,118,,False,True,9.260586862287429,9.268422807602533,10.503437929741217,9.268422807602533,9.740497064272171,8.333959425899096e-07,1.0495704966296038,False,0.1332497608034794,True,False,True,9.268422807602533,12.15448001234268,9.260500768929662,9.276344846275405,0.015844077345743557,1.9911405502840338,,,followup_needed,3,144.43472222221317,"Lg,Li,Lr"
2025 MO33,2026-03-20T13:50:20.486430+00:00,True,2.8159079539769887,0.22584454708093643,5.828112313893133,118,,True,False,7.505335111703901,7.505335111703901,7.445118139767471,7.505335111703901,11.846331685788293,4.5177837137977406e-08,0.8596465662992371,True,0.008023222286572998,False,,,,,,,,,7.505335111703901,0.06021697193642158,confirmed,3,216.74555555556435,"Lg,Li,Lr"
2025 MC37,2026-03-20T13:50:29.577545+00:00,True,2.7688844422211107,0.12901514939331926,5.793800398182158,118,,False,True,2.77242414138046,5.54484828276092,7.6155144393049135,5.54484828276092,6.387325709300222,0.00011373968455385963,0.8574824589309594,False,0.4999999999999098,True,False,True,5.54484828276092,2.2921178854489956,5.5337214969092265,5.555975068612613,0.022253571703386932,2.4942984031550517,,,followup_needed,3,288.85250000003725,"Lg,Li,Lr"
2025 MC30,2026-03-20T13:50:38.238536+00:00,True,18.96848424212106,0.2223790875929143,7.236683751802913,118,,False,True,18.483494498166053,37.34311437145715,6.822290286285786,18.483494498166053,8.772954885663106,3.32609091213687e-06,1.0493191440114222,False,1.0203492567469503,True,False,True,37.34311437145715,5.457832229028629,37.31364367832755,37.372585064586744,0.05894138625919254,6.978303339564513,,,followup_needed,3,98.84611111111008,"Lg,Li,Lr"
2025 MH67,2026-03-20T13:50:31.151016+00:00,True,16.346923461730867,0.16224114146538657,4.499341523961052,118,,False,True,19.478659553184393,38.957319106368786,0.5440680085010626,19.478659553184393,7.3371316250448775,2.732365407631665e-05,0.7806357544072424,False,0.9999999999999487,True,False,True,38.957319106368786,24.0,38.92136999958737,38.9932682131502,0.07189821356282522,1.0641391898710897,,,followup_needed,3,144.51638888876187,"Lg,Li,Lr"
2014 QQ1,2026-03-20T13:50:38.136123+00:00,True,2.674837418709355,0.31220878879123687,9.522484390867167,118,,False,True,2.6627209069689894,2.6627209069689894,3.4408051006375797,2.6627209069689894,22.5333256541012,1.0602629885170245e-13,0.9950996188456188,False,0.29221394988557087,True,False,True,2.6627209069689894,2.675188496499948,2.6573776543128647,2.6680641596251142,0.010686505312249572,2.422028706443814,,,followup_needed,3,50.96277777780779,"Lg,Li,Lr"
2025 MP6,2026-03-20T13:50:45.372692+00:00,True,16.358679339669834,0.2390628206633135,5.6076307793787015,118,,False,True,16.2189063021007,34.52217405801934,0.9348043505438179,16.2189063021007,9.41398341850294,1.325311954847308e-06,0.9140438170387284,False,1.1285143039236156,True,False,True,34.52217405801934,19.462687562520838,34.504024864475454,34.54032325156322,0.03629838708777555,1.1252486392607441,,,followup_needed,3,144.3744444444892,"Lg,Li,Lr"
2017 NC11,2026-03-20T13:50:53.778994+00:00,True,3.8151575787893948,0.24345949495701893,10.26072290281863,114,,False,True,4.707902634211403,7.8486162054018,6.449181147643456,6.449181147643456,17.73259207906671,3.0791591498768867e-11,0.7028595188430762,False,0.26999993852987825,True,False,True,7.8486162054018,3.8041112923928933,7.839168909145858,7.8580635016577425,0.0188945925118853,2.5855289714849605,,,followup_needed,3,289.0280555555946,"Lg,Li,Lr"
2025 MO65,2026-03-20T13:50:41.892416+00:00,True,6.8364182091045524,0.2325890263472806,3.5925148374971054,116,,True,False,19.180893631210402,19.227909303101033,20.01037629703713,19.227909303101033,10.187490705311665,4.616195892204189e-07,0.6771890468682044,True,0.04069433559320265,False,,,,,,,,,19.227909303101033,0.7824669939360568,confirmed,3,289.08611111110076,"Lg,Li,Lr"
2025 MQ13,2026-03-20T13:50:48.913784+00:00,True,16.511505752876438,0.24664646921285766,4.927639684656885,116,,False,True,16.195398466155382,20.896965655218406,13.97305913239155,16.195398466155382,12.669277827750232,1.585481634869268e-08,0.8623369448149548,False,0.29030265596045174,True,False,True,20.896965655218406,11.477536197041353,20.873941258011318,20.919990052425494,0.046048794414176086,1.9039479114082256,,,followup_needed,3,216.8574999999837,"Lg,Li,Lr"
2025 MF20,2026-03-20T13:50:57.129645+00:00,True,9.64607303651826,0.3704784509491945,4.401665735040777,117,,False,True,10.63187729243081,21.516005335111704,13.779159894986874,13.779159894986874,20.298573271210316,1.3499201756417278e-12,0.7790948351022174,False,0.5614889078207941,True,False,True,21.516005335111704,8.84685976707955,21.48835484702812,21.543655823195287,0.055300976167171,1.0276676194810845,,,followup_needed,3,289.0527777778334,"Lg,Li,Lr"
2025 MS35,2026-03-20T13:51:05.738101+00:00,True,17.980990495247624,0.3112824066176304,5.1116181540499985,117,,False,True,19.173057685895298,10.55351783927976,19.9898112264033,19.173057685895298,17.67858998319928,2.8343438707167934e-11,0.9200912677289996,False,0.4495652173912809,True,False,True,10.55351783927976,11.562984763036955,10.532340211508629,10.57469546705089,0.042355255542261716,1.1271695614796349,,,followup_needed,3,289.0286111111054,"Lg,Li,Lr"
2025 MO87,2026-03-20T13:50:56.934516+00:00,True,9.740120060030016,0.1039366252542286,3.776890506789474,117,,False,False,1.6910636878959653,5.4758252750916965,1.2638454806850856,1.6910636878959653,4.122525151220868,0.0037378970510038023,0.6685096197017368,False,2.2380952380939143,False,,,,,,,,,,,,3,216.91833333321847,"Lg,Li,Lr"
2018 EB14,2026-03-20T13:51:05.213052+00:00,True,1.5580290145072537,0.43595762127621973,7.409701965589103,117,,False,True,1.659719906635545,3.31943981327109,4.627703462932867,3.31943981327109,22.76914071570339,8.79296635503124e-14,0.2667492707612077,False,0.49999999999984934,True,False,True,3.31943981327109,1.6586097260959896,3.3127787300337572,3.326100896508423,0.013322166474665664,1.2052157774180177,,,followup_needed,3,50.97416666673962,"Lg,Li,Lr"
2025 KL25,2026-03-20T13:51:12.787926+00:00,True,20.484992496248125,0.2671586511421986,6.472134185884226,117,,False,True,2.208236078692898,2.317939313104368,0.9465558194774346,2.208236078692898,12.323502637610575,2.4412591281830487e-08,0.6731019553319595,False,0.5713520720853847,True,False,True,2.317939313104368,1.0776173944820024,2.31603986998836,2.3198387562203764,0.0037988862320164074,2.2702104316525307,,,followup_needed,4,212.83527777768904,"Lg,Li,Lr,Lz"
2025 MF118,2026-03-20T13:51:21.353527+00:00,True,2.8629314657328666,0.4637135092567243,18.71648472289387,117,,False,True,5.726575525175058,26.921307102367454,10.206713339167397,10.206713339167397,28.744320726762837,2.220446049250313e-16,0.8328835701687772,False,1.6376078378783876,True,False,True,26.921307102367454,11.688222900772297,26.908951144249865,26.933663060485042,0.024711916235176545,1.5923191597551123,,,followup_needed,4,555.2936111111194,"Lg,Li,Lr,Lz"
2025 MK84,2026-03-20T13:51:12.900404+00:00,True,3.9092046023011506,0.35809731157046154,5.391605035389196,117,,False,True,6.7139046348782925,9.370290096698898,10.17439679959995,9.370290096698898,23.554874955983525,3.785860513971784e-14,0.8950064358746066,False,0.283490205149161,True,False,True,9.370290096698898,5.811232506710709,9.356817378368039,9.383762815029758,0.02694543666171878,2.9905694294157357,,,followup_needed,3,287.6880555556272,"Lg,Li,Lr"
