provid,run_timestamp,t1_passes,t1_gls_period_hr,t1_gls_power,t1_snr,t1_n_obs,t1_reject_reason,t2_passes,t2_to_tier3,t2_mhaov_period_hr,t2_mbls_period_hr,t2_ce_period_hr,t2_consensus_period_hr,t2_F_stat,t2_p_value,t2_mbls_fap,t2_mbls_band_support_frac,t2_mbls_n_bands_supporting,t2_amplitude_mag,t2_agreement,t2_period_spread_pct,t2_mbls_top_periods,t2_mbls_top_powers,t3_ran,t3_publish_tentative,t3_needs_followup,t3_adopted_period_hr,t3_clean_period_hr,t3_ci_lo,t3_ci_hi,t3_ci_width,t3_clean_peak_ratio,final_period_hr,final_period_unc_hr,reliability,r_code,r_flag,alias_risk,alias_note,window_alias_risk,window_alias_note,lcdb_agreement,lcdb_delta_pct,reliability_notes,period_exceeds_grid,n_cycles,regime,n_nights,n_seasons,obs_per_night_median,night_duration_hr,reliability_ceiling,recommended_methods,lcdb_period_hr,lcdb_u_code,n_bands,baseline_hr,bands_used
2025 MK83,2026-03-23T01:14:59.751313+00:00,True,2.698349174587294,0.3193931990105485,12.017377539214932,328,,True,False,3.491944033614912,6.08605601799392,,6.08605601799392,42.25062203110162,1.1102230246251565e-16,0.0,1.0,3,1.1416508662254186,mbls_sig_only,0.42623859798675506,5.3969|3.0440|2.6994|6.9765|6.0781,0.542036|0.581515|0.552598|0.506123|0.549971,False,,,,,,,,,6.08605601799392,2.594111984378582,confirmed,2,2-cadence_alias_soft,False,,True,cadence alias: period 6.086hr sits on window peak (contamination=0.59 > 0.5). This alias arises from the specific observation gaps for this asteroid — not in fixed daily/annual list.,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=1.11e-16) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation). [R capped at 2: consensus period has window contamination=0.60]",False,47.5,dense,7,1,34.0,2.6909016664722003,high,"gls,mbls,mhaov,ce,clean",,0,3,289.14734166674316,"Lg,Li,Lr"
2025 MK88,2026-03-23T01:15:41.142399+00:00,True,1.2607844078405714,0.3657934299784962,8.50958084334478,217,,True,False,1.2609177987704245,1.2613918160350477,,1.2613918160350477,24.111899923300808,2.220446049250313e-16,0.0,1.0,3,1.123264671321511,mbls_confirmed,0.000375789075683684,1.2614|1.3315|2.5232|2.6640|1.1983,0.510450|0.502743|0.510353|0.506612|0.454706,False,,,,,,,,,1.2613918160350477,0.00047401726462277413,confirmed,2,2,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=0.0%), both gates significant (MHAOV p=2.22e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,229.0,dense,7,1,29.0,2.6909016664722003,high,"gls,mbls,mhaov,ce,clean",,0,3,288.8180927778594,"Lg,Li,Lr"
2025 ML10,2026-03-23T01:16:05.282054+00:00,True,4.473486743371685,0.4048294563446132,15.120382325895491,264,,True,False,11.003618859112995,4.099643621651336,,4.099643621651336,79.87170237983172,1.1102230246251565e-16,0.0,1.0,3,1.5271586149154448,mbls_sig_only,1.684042778986495,3.5079|7.0145|4.1019|3.0593|9.8731,0.859641|0.855935|0.883024|0.796354|0.760608,False,,,,,,,,,4.099643621651336,6.903975237459974,confirmed,2,2,False,,False,,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=1.11e-16) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation).",False,35.2,dense,5,1,77.0,2.9498280557454564,high,"gls,mbls,mhaov,ce,clean",,0,3,144.26734055543784,"Lg,Li,Lr"
2025 ML17,2026-03-23T01:16:31.614188+00:00,True,3.3684342171085544,0.494745718508147,8.923817251099553,239,,True,False,6.7296455480952595,6.730256801526699,,6.730256801526699,71.12923935801771,1.1102230246251565e-16,0.0,1.0,3,1.160096242642942,mbls_confirmed,9.082170999786825e-05,6.7315|3.3635|5.2535|3.9154|2.9472,0.570237|0.538987|0.519812|0.506150|0.488673,False,,,,,,,,,6.730256801526699,0.0006112534314394382,confirmed,2,2,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=0.0%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000), sparse regime. Moderate confidence.",False,43.0,sparse,7,1,19.0,1.7591736112372018,medium,"mbls,mhaov,clean",,0,3,289.11039111111313,"Lg,Li,Lr"
2025 ML35,2026-03-23T01:16:59.238940+00:00,True,10.621810905452726,0.5840290440116113,11.671901052611103,401,,True,False,21.261841069632215,42.57276565402134,,42.57276565402134,183.24580656675658,1.1102230246251565e-16,0.0,1.0,3,1.2605653136819992,mbls_confirmed,0.5005764661280735,14.7267|7.3735|9.3170|5.6358|10.6493,0.638070|0.651381|0.574213|0.588695|0.669825,False,,,,,,,,,42.57276565402134,21.310924584388623,confirmed,3,3,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=50.1%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",True,6.8,dense,7,1,32.0,2.6792111107497476,high,"gls,mbls,mhaov,ce,clean",,0,3,288.84051833313424,"Lg,Li,Lr"
2025 ML52,2026-03-23T01:17:35.311741+00:00,True,3.8621810905452727,0.5773472691353181,11.703579004620217,424,,True,False,4.599990931645469,22.91702512685063,,22.91702512685063,136.1184122759084,1.1102230246251565e-16,0.0,1.0,3,1.1586543214574014,mbls_sig_only,0.7992762626831217,3.8578|4.6006|3.3219|9.2179|6.6458,0.674384|0.653448|0.594370|0.625995|0.572826,False,,,,,,,,,22.91702512685063,18.317034195204364,confirmed,-1,-1-alias,True,"1-day alias (24.0hr, Δ=4.5%)",True,cadence alias: period 22.917hr sits on window peak (contamination=1.00 > 0.5). This alias arises from the specific observation gaps for this asteroid — not in fixed daily/annual list.,no_prior,,"Period 22.917hr is close to known alias: 1-day alias (24.0hr, Δ=4.5%). Independent confirmation required.",False,12.6,dense,7,1,33.0,2.6909016664722003,high,"gls,mbls,mhaov,ce,clean",,0,3,288.86418944463367,"Lg,Li,Lr"
2025 ML53,2026-03-23T01:18:05.585559+00:00,True,3.12635934882652,0.5242706564666499,13.196535127211247,83,,True,False,3.9464006663671225,4.726701917680552,,4.726701917680552,29.202421195139845,7.66053886991358e-15,0.0,1.0,3,1.016133204795266,mbls_sig_only,0.16508365979130066,4.7272|2.9466|3.3589|5.8898|2.6243,0.805787|0.769606|0.739681|0.751656|0.752584,False,,,,,,,,,4.726701917680552,0.7803012513132647,confirmed,2,2,False,,False,,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=7.66e-15) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation).",False,61.2,sparse,6,1,13.0,2.041191666503437,medium,"mbls,mhaov,clean",,0,3,289.0404744442203,"Lg,Li,Lr"
2025 MM37,2026-03-23T01:18:50.268755+00:00,True,2.006464531203026,0.3412588584880335,9.637366538172975,290,,True,False,2.0042899009163024,3.6989539097035347,,3.6989539097035347,46.2001550493686,1.1102230246251565e-16,0.0,1.0,3,0.6360661915194163,mbls_confirmed,0.45814683020005476,1.8499|1.7197|3.7016|2.0048|3.4382,0.515703|0.486394|0.435934|0.463868|0.412512,False,,,,,,,,,3.6989539097035347,1.694664008786774,confirmed,2,2,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=45.8%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,58.6,dense,6,1,43.0,2.110459166520741,high,"gls,mbls,mhaov,ce,clean",,0,3,216.62039999995613,"Lg,Li,Lr"
2025 MM81,2026-03-23T01:19:44.076351+00:00,True,0.5502812677869672,0.7278623459364457,14.503856384979427,383,,True,False,1.1011494915061275,1.1011494915061275,,1.1011494915061275,311.5238733576547,1.1102230246251565e-16,0.0,1.0,3,1.4068740693430044,mbls_confirmed,0.0,1.1011|0.5507|1.0763|0.5636|1.1274,0.851591|0.780684|0.767915|0.753561|0.741273,False,,,,,,,,,1.1011494915061275,0.0,confirmed,2,2,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=0.0%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,196.9,dense,7,1,38.0,2.9383944444707595,high,"gls,mbls,mhaov,ce,clean",,0,3,216.85979999997653,"Lg,Li,Lr"
2025 MM82,2026-03-23T01:20:22.078351+00:00,True,2.510255127563782,0.5809244014393709,12.242098231974728,402,,True,False,2.50771747300879,11.215529210534186,,11.215529210534186,147.03425118796005,1.1102230246251565e-16,0.0,1.0,3,1.2364519214294476,mbls_sig_only,0.776406674537106,5.0165|5.6087|2.5087|4.5403|2.2696,0.680776|0.700681|0.696733|0.666821|0.674489,False,,,,,,,,,11.215529210534186,8.70781173752462,confirmed,2,2,False,,False,,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=1.11e-16) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation). [R capped at 2: consensus period has window contamination=0.50]",False,25.8,dense,7,1,34.0,2.7141311108716764,high,"gls,mbls,mhaov,ce,clean",,0,3,288.87647027755156,"Lg,Li,Lr"
2025 MN25,2026-03-23T01:20:59.099702+00:00,True,1.734367183591796,0.0276281664598709,11.594275605044219,317,,True,False,0.36386302013183836,0.35575734901391376,,0.35575734901391376,48.907419509006196,1.1102230246251565e-16,0.0,1.0,3,1.1014561824792009,mbls_confirmed,0.022784268941651004,0.3558|0.3639|0.3667|0.1779|0.3610,0.397048|0.387531|0.355284|0.246905|0.237612,False,,,,,,,,,0.35575734901391376,0.008105671117901812,confirmed,2,2,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=2.3%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,812.6,dense,7,1,24.0,2.6560127777047455,high,"gls,mbls,mhaov,ce,clean",,0,3,289.0746552780038,"Lg,Li,Lr"
2025 MN37,2026-03-23T01:21:31.852140+00:00,True,2.651325662831416,0.46303757099156845,29.06527397512758,391,,True,False,5.969434589972531,7.960934379604529,,7.960934379604529,170.53809948305866,1.1102230246251565e-16,0.0,0.6666666666666666,2,1.4532636987563792,mbls_sig_only,0.25015905101967173,3.4119|2.9849|3.9805|5.3062|2.6525,0.819372|0.819397|0.829584|0.785585|0.754905,False,,,,,,,,,7.960934379604529,1.9914997896317481,confirmed,2,2-cadence_alias_soft,False,,True,cadence alias: period 7.961hr sits on window peak (contamination=0.89 > 0.5). This alias arises from the specific observation gaps for this asteroid — not in fixed daily/annual list.,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=1.11e-16) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation). [R capped at 2: consensus period has window contamination=0.89]",False,27.2,dense,6,1,58.5,2.834950833261246,high,"gls,mbls,mhaov,ce,clean",,0,3,216.8353224999737,"Lg,Li,Lr"
2025 MN45,2026-03-23T01:22:52.354642+00:00,True,0.046413013024676125,0.04714835607819957,13.03141319999228,494,,True,False,0.09388788109369113,0.03130706343489906,,0.03130706343489906,16.936688933115548,5.135891711915974e-13,0.0,1.0,3,0.6776334863995985,mbls_sig_only,1.9989360479920373,0.0313|0.0939|0.0464|0.0630|0.0946,0.154768|0.097862|0.068248|0.058468|0.058483,False,,,,,,,,,0.03130706343489906,0.06258081765679313,confirmed,2,2,False,,False,,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=5.14e-13) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation).",False,9234.3,dense,7,1,33.0,2.432423888705671,high,"gls,mbls,mhaov,ce,clean",,0,3,289.0989936113474,"Lg,Li,Lr"
2025 MN7,2026-03-23T01:23:22.027759+00:00,True,5.29639819909955,0.6291958984782998,12.974501275922373,347,,True,False,13.659756341251908,10.57867264385717,,10.57867264385717,103.10900545896448,1.1102230246251565e-16,0.0,1.0,3,1.2325776212126254,mbls_sig_only,0.2912542812432686,5.2878|4.3291|6.7992|9.5194|10.5792,0.773824|0.725318|0.753621|0.707135|0.715044,False,,,,,,,,,10.57867264385717,3.0810836973944475,confirmed,2,2,False,,False,,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=1.11e-16) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation).",False,27.3,dense,7,1,30.0,2.6909327778266743,high,"gls,mbls,mhaov,ce,clean",,0,3,289.05278888874454,"Lg,Li,Lr"
2025 MO35,2026-03-23T01:23:58.810912+00:00,True,3.145072536268134,0.681950164834468,16.422929046689926,404,,True,False,6.286762742833958,3.1437419461535763,,3.1437419461535763,226.08530988663227,1.1102230246251565e-16,0.0,1.0,3,0.9689528137547055,mbls_confirmed,0.9997706079294847,3.1432|3.6197|2.7767|4.2680|6.2883,0.853128|0.811757|0.812550|0.705180|0.818259,False,,,,,,,,,3.1437419461535763,3.1430207966793824,confirmed,3,3,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=100.0%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,91.9,dense,7,1,36.0,2.6909016664722003,high,"gls,mbls,mhaov,ce,clean",,0,3,289.0635336113046,"Lg,Li,Lr"
2025 MO39,2026-03-23T01:24:14.185404+00:00,True,2.4632316158079037,0.2882802101096303,16.869020843197312,122,,True,False,2.465296905480853,3.53718917345392,,3.53718917345392,46.147330471923134,1.1102230246251565e-16,0.0,1.0,3,1.3916942195637783,mbls_sig_only,0.3030350415005102,7.0725|3.0916|3.5404|2.7430|4.1312,0.807475|0.821161|0.834213|0.739601|0.823094,False,,,,,,,,,3.53718917345392,1.071892267972764,confirmed,2,2,False,,False,,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=1.11e-16) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation).",False,14.4,dense,3,1,38.0,2.7854855554760434,high,"gls,mbls,mhaov,ce,clean",,0,3,51.03205916681327,"Lg,Li,Lr"
2025 MO47,2026-03-23T01:24:40.978252+00:00,True,4.579289644822412,0.5105146686241959,8.119127191335375,275,,True,False,9.140978538577247,9.147356485336095,,9.147356485336095,61.30015407710857,1.1102230246251565e-16,0.0,1.0,3,1.2097499515089707,mbls_confirmed,0.0006972448017163729,9.1466|4.5744|5.6602|14.8333|7.4181,0.563316|0.540773|0.536247|0.497764|0.482952,False,,,,,,,,,9.147356485336095,0.006377946758847144,confirmed,3,3,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=0.1%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,31.6,dense,7,1,22.0,1.7591736112372018,high,"gls,mbls,mhaov,ce,clean",,0,3,288.91099916707026,"Lg,Li,Lr"
2025 MO79,2026-03-23T01:25:03.133386+00:00,True,4.167833916958479,0.3435091732778237,7.734223481577839,122,,True,False,3.095953104654889,2.7396128112657303,,2.7396128112657303,26.700068555245778,9.992007221626409e-16,0.0,1.0,3,0.9745121586788077,mbls_sig_only,0.13006958206783809,2.7401|5.4750|2.4578|4.9170|3.0941,0.535810|0.491937|0.489943|0.488547|0.511081,False,,,,,,,,,2.7396128112657303,0.3563402933890285,confirmed,2,2,False,,False,,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=9.99e-16) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation).",False,105.5,sparse,7,1,17.0,1.7591736112372018,medium,"mbls,mhaov,clean",,0,3,289.0281936113024,"Lg,Li,Lr"
2025 MP21,2026-03-23T01:25:36.680826+00:00,True,3.1098049024512258,0.5772773516477709,11.877790865516328,312,,True,False,3.1122753822482636,2.7519130619782217,,2.7519130619782217,147.98244076952582,1.1102230246251565e-16,0.0,1.0,3,0.9977344327033716,mbls_sig_only,0.130949747377144,2.7524|3.1113|5.4994|2.4682|3.5779,0.722215|0.692961|0.683846|0.624214|0.580586,False,,,,,,,,,2.7519130619782217,0.36036232026991094,confirmed,2,2,False,,False,,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=1.11e-16) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation).",False,105.1,dense,7,1,26.0,2.1410327775520273,high,"gls,mbls,mhaov,ce,clean",,0,3,289.14734166674316,"Lg,Li,Lr"
2025 MP47,2026-03-23T01:26:12.451377+00:00,True,2.204602301150575,0.4111632793713503,8.282928102277566,374,,True,False,2.206535795298197,2.206535795298197,,2.206535795298197,100.91990215674126,1.1102230246251565e-16,0.0,1.0,3,0.6170781436196786,mbls_confirmed,0.0,2.2065|2.4320|2.0183|4.4108|2.7064,0.582509|0.551819|0.513976|0.500641|0.467584,False,,,,,,,,,2.206535795298197,0.0,confirmed,3,3,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=0.0%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,131.0,dense,7,1,31.0,2.6909327778266743,high,"gls,mbls,mhaov,ce,clean",,0,3,289.0868497219635,"Lg,Li,Lr"
2025 MP61,2026-03-23T01:26:55.277402+00:00,True,1.4782045467704181,0.46299804513054493,7.866338355571106,264,,True,False,2.9557597847405055,2.9557597847405055,,2.9557597847405055,74.3380530223712,1.1102230246251565e-16,0.0,1.0,3,1.1917502608690225,mbls_confirmed,0.0,2.9558|1.4777|2.7834|1.3911|2.6296,0.530784|0.503050|0.495503|0.492698|0.474043,False,,,,,,,,,2.9557597847405055,0.0,confirmed,3,3,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=0.0%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,73.4,dense,6,1,39.0,2.741172083246056,high,"gls,mbls,mhaov,ce,clean",,0,3,216.83374083327362,"Lg,Li,Lr"
2025 MP67,2026-03-23T01:27:14.218091+00:00,True,3.1098049024512258,0.5069506574578233,12.541106296752243,194,,True,False,3.115890534696415,8.246914438851949,,8.246914438851949,77.94305508527295,1.1102230246251565e-16,0.0,1.0,3,0.9844768442950511,mbls_sig_only,0.6221749894702678,2.7585|3.1114|3.5378|4.1355|2.4762,0.730755|0.722561|0.753779|0.775789|0.665836,False,,,,,,,,,8.246914438851949,5.131023904154911,confirmed,2,2-cadence_alias_soft,False,,True,cadence alias: period 8.247hr sits on window peak (contamination=0.95 > 0.5). This alias arises from the specific observation gaps for this asteroid — not in fixed daily/annual list.,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=1.11e-16) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation). [R capped at 2: consensus period has window contamination=0.95]",False,12.0,dense,4,1,57.5,2.7849936110142153,high,"gls,mbls,mhaov,ce,clean",,0,3,98.90432416676776,"Lg,Li,Lr"
2025 MP71,2026-03-23T01:27:43.147718+00:00,True,4.579289644822412,0.6196953204295732,15.603634403310656,342,,True,False,4.550949251080567,9.090813263774745,,9.090813263774745,137.777136917078,1.1102230246251565e-16,0.0,1.0,3,0.7645780857622222,mbls_confirmed,0.4993903054619128,4.5462|3.8177|5.6714|4.5747|7.4474,0.711019|0.687537|0.681760|0.659886|0.617036,False,,,,,,,,,9.090813263774745,4.539864012693679,confirmed,3,3,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=49.9%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,31.8,dense,7,1,33.0,2.6909327778266743,high,"gls,mbls,mhaov,ce,clean",,0,3,289.1112744442653,"Lg,Li,Lr"
2025 MQ58,2026-03-23T01:28:24.995515+00:00,True,1.4486215317327715,0.4232904387084376,9.678754828471414,287,,True,False,1.4484489997443466,6.167256472626435,,6.167256472626435,53.74873364094871,1.1102230246251565e-16,0.0,1.0,3,1.103378050445741,mbls_sig_only,0.7651388415296009,3.0836|1.4484|2.8966|1.5417|1.3661,0.438769|0.432523|0.424815|0.426763|0.391338,False,,,,,,,,,6.167256472626435,4.718807472881323,confirmed,2,2-cadence_alias_soft,False,,True,cadence alias: period 6.167hr sits on window peak (contamination=0.60 > 0.5). This alias arises from the specific observation gaps for this asteroid — not in fixed daily/annual list.,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=1.11e-16) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation). [R capped at 2: consensus period has window contamination=0.60]",False,46.9,dense,7,1,21.0,2.6560127777047455,high,"gls,mbls,mhaov,ce,clean",,0,3,289.1112744442653,"Lg,Li,Lr"
2025 MR33,2026-03-23T01:29:24.970508+00:00,True,1.6270636264591,0.3864617969367698,13.250279600625882,464,,True,False,1.6270404062156594,1.7465555933364432,,1.7465555933364432,81.69271768135549,1.1102230246251565e-16,0.0,1.0,3,0.8148921954384918,mbls_confirmed,0.0684290769653691,1.7466|1.6275|3.4935|3.2549|3.0471,0.517003|0.515718|0.510299|0.509329|0.500584,False,,,,,,,,,1.7465555933364432,0.11951518712071536,confirmed,2,2,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=6.8%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,165.5,dense,7,1,35.0,2.7141311108716764,high,"gls,mbls,mhaov,ce,clean",,0,3,288.9685224998393,"Lg,Li,Lr"
2025 MS34,2026-03-23T01:30:08.061217+00:00,True,1.1579294517037402,0.6019927098521174,9.96530548964649,291,,True,False,2.3168554957463696,2.315906042237699,,2.315906042237699,111.92362167716121,1.1102230246251565e-16,0.0,1.0,3,1.1360448258196998,mbls_confirmed,0.00040997065137957095,2.3159|1.1580|2.2100|2.4313|1.1054,0.611603|0.603108|0.586776|0.584064|0.583381,False,,,,,,,,,2.315906042237699,0.0009494535086700737,confirmed,3,3,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=0.0%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,62.3,dense,5,1,66.0,2.6909016664722003,high,"gls,mbls,mhaov,ce,clean",,0,3,144.30261833325494,"Lg,Li,Lr"
2025 MS7,2026-03-23T01:30:23.636418+00:00,True,2.275137568784392,0.733812902607294,9.876655718857428,111,,True,False,2.2800607339425194,2.2778001241104984,,2.2778001241104984,85.53600776492988,1.1102230246251565e-16,0.0,1.0,3,1.1259387519497468,mbls_confirmed,0.0009924531165362142,4.5565|2.2801|2.0834|1.9184|3.8354,0.754629|0.762334|0.748260|0.680894|0.666229,False,,,,,,,,,2.2778001241104984,0.0022606098320200395,confirmed,3,3,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=0.1%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,22.4,dense,3,1,37.0,2.6552808330743574,high,"gls,mbls,mhaov,ce,clean",,0,3,51.03205916681327,"Lg,Li,Lr"
2025 MT24,2026-03-23T01:30:54.684054+00:00,True,4.449974987493746,0.7040078351601117,37.88218728487046,375,,True,False,7.507590772894746,15.004138226046834,,15.004138226046834,327.070555196505,1.1102230246251565e-16,0.0,1.0,3,1.8562271769586527,mbls_confirmed,0.4996319908688762,4.4446|7.5013|3.7466|8.8888|3.2370,0.879551|0.886016|0.856367|0.884159|0.748632,False,,,,,,,,,15.004138226046834,7.496547453151589,confirmed,3,3,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=50.0%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,14.5,dense,6,1,55.0,2.8347527776204515,high,"gls,mbls,mhaov,ce,clean",,0,3,216.88224472221918,"Lg,Li,Lr"
2025 MU10,2026-03-23T01:31:25.888199+00:00,True,3.2273636818409206,0.6034138919258802,10.367650247460784,446,,True,False,3.737258033289034,12.918551511991076,,12.918551511991076,176.00176085521935,1.1102230246251565e-16,0.0,1.0,3,0.6635296158374901,mbls_sig_only,0.7107061089766294,3.2281|6.4639|5.6874|3.7361|2.8428,0.752987|0.791631|0.738550|0.720227|0.706354,False,,,,,,,,,12.918551511991076,9.181293478701331,confirmed,2,2-cadence_alias_soft,False,,True,cadence alias: period 12.919hr sits on window peak (contamination=0.98 > 0.5). This alias arises from the specific observation gaps for this asteroid — not in fixed daily/annual list.,no_prior,,"MBLS significant (FAP=0.0000) — multi-band evidence. MHAOV (p=1.11e-16) does not confirm this period; single-band series less sensitive. Period adopted from MBLS. Moderate confidence (R=2, no independent confirmation). [R capped at 2: consensus period has window contamination=0.98]",False,11.3,dense,6,1,64.5,2.8381908332230523,high,"gls,mbls,mhaov,ce,clean",,0,3,146.5100352773443,"Lg,Li,Lr"
2025 MU15,2026-03-23T01:31:45.334064+00:00,True,15.218359179589795,0.090796818445906,6.051672931166235,171,,True,False,9.689747695305105,9.674180382490643,,9.674180382490643,5.126263413584315,0.0006412984369393859,0.01,1.0,3,0.9561643231242651,mbls_confirmed,0.0016091609003523538,9.6722|19.9603|16.2008|4.5175|19.4641,0.131399|0.097398|0.121080|0.089521|0.085553,False,,,,,,,,,9.674180382490643,0.015567312814459722,confirmed,2,2,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=0.2%), one gate significant (MHAOV p=6.41e-04, MBLS FAP=0.0100), sparse regime. Moderate confidence.",False,29.9,sparse,7,1,19.0,2.442470555717591,medium,"mbls,mhaov,clean",,0,3,289.12374972214457,"Lg,Li,Lr"
2025 MU24,2026-03-23T01:32:42.102488+00:00,True,1.107481000821727,0.38698262042908305,10.2383514016434,456,,True,False,2.215672909326771,1.107624964125632,,1.107624964125632,72.00703306610083,1.1102230246251565e-16,0.0,1.0,3,0.9316899775495493,mbls_confirmed,1.0003818811314356,1.1076|1.0582|2.1164|2.2152|1.1618,0.386706|0.376664|0.380206|0.386504|0.353561,False,,,,,,,,,1.107624964125632,1.1080479452001386,confirmed,2,2,False,,False,,no_prior,,"MHAOV confirms MBLS period (spread=100.0%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence.",False,195.6,dense,6,1,64.5,2.555817499727709,high,"gls,mbls,mhaov,ce,clean",,0,3,216.69474972237367,"Lg,Li,Lr"
2025 MU59,2026-03-23T01:33:20.149261+00:00,True,4.109054527263632,0.38237375896916004,16.12723404521025,480,,True,False,8.222281390858933,8.198851643365828,,8.198851643365828,142.40033032197366,1.1102230246251565e-16,0.0,1.0,3,0.6692802128762254,mbls_confirmed,0.0028576864800403242,4.0910|3.4952|6.9906|4.9503|9.8997,0.827792|0.723455|0.737838|0.762953|0.664697,False,,,,,,,,,8.198851643365828,0.02342974749310292,confirmed,2,2-cadence_alias_soft,False,,True,cadence alias: period 8.199hr sits on window peak (contamination=0.82 > 0.5). This alias arises from the specific observation gaps for this asteroid — not in fixed daily/annual list.,no_prior,,"MHAOV confirms MBLS period (spread=0.3%), both gates significant (MHAOV p=1.11e-16, MBLS FAP=0.0000). Dense regime. High confidence. [R capped at 2: consensus period has window contamination=0.84]",False,35.3,dense,7,1,38.0,2.6909016664722003,high,"gls,mbls,mhaov,ce,clean",,0,3,289.0989936113474,"Lg,Li,Lr"
