provid,run_timestamp,t1_passes,t1_gls_period_hr,t1_gls_power,t1_snr,t1_n_obs,t1_reject_reason,t2_passes,t2_to_tier3,t2_mhaov_period_hr,t2_mbls_period_hr,t2_ce_period_hr,t2_consensus_period_hr,t2_F_stat,t2_p_value,t2_amplitude_mag,t2_agreement,t2_period_spread_pct,t3_ran,t3_publish_tentative,t3_needs_followup,t3_adopted_period_hr,t3_clean_period_hr,t3_ci_lo,t3_ci_hi,t3_ci_width,t3_clean_peak_ratio,final_period_hr,final_period_unc_hr,reliability,r_code,r_flag,alias_risk,alias_note,lcdb_agreement,lcdb_delta_pct,reliability_notes,period_exceeds_grid,n_cycles,regime,n_nights,n_seasons,obs_per_night_median,night_duration_hr,reliability_ceiling,recommended_methods,lcdb_period_hr,lcdb_u_code,n_bands,baseline_hr,bands_used
2025 MN45,2026-03-20T18:15:00.414095+00:00,False,3.4782891445722854,0.020693032592146655,13.04471788004889,495,GLS power=0.021 too low — no periodic signal,,,,,,,,,,,,False,,,,,,,,,,,t1_rejected,0,0,False,,no_prior,,Tier 1 failed: GLS power=0.021 too low — no periodic signal,False,,dense,7,1,33.0,2.432500000228174,high,"gls,mbls,mhaov,ce,clean",,0,3,289.0988888888969,"Lg,Li,Lr"
2025 MN7,2026-03-20T18:15:07.605889+00:00,True,5.290440220110054,0.615364709229095,12.974501262073188,347,,False,True,13.656862287429142,10.579119706568855,13.656862287429142,13.656862287429142,103.89341277706447,1.1102230246251565e-16,1.232577619896953,False,0.22536235015659925,True,False,True,10.579119706568855,8.463295765255085,10.5578907038132,10.60034870932451,0.04245800551131218,3.0179521987912974,,,followup_needed,0,0,False,,no_prior,,No reliable period. Methods disagree at Tier 2 and Tier 3 could not resolve ambiguity. More observations needed.,False,,dense,7,1,30.0,2.6908333333558403,high,"gls,mbls,mhaov,ce,clean",,0,3,289.0527777778334,"Lg,Li,Lr"
2025 MO35,2026-03-20T18:15:10.552417+00:00,True,3.142261130565282,0.6877722582927839,16.31154318447586,405,,True,False,6.281477159053018,6.291477159053017,6.281477159053018,6.281477159053018,230.07834713360694,1.1102230246251565e-16,0.9623810478840755,True,0.0015919822275539046,False,,,,,,,,,6.281477159053018,0.009999999999998194,confirmed,3,3,False,,no_prior,,"All 3 methods agree (spread=0.2%), p=1.11e-16, dense regime. High confidence.",False,46.0,dense,7,1,36.0,2.691111111198552,high,"gls,mbls,mhaov,ce,clean",,0,3,289.0633333332371,"Lg,Li,Lr"
2025 MO39,2026-03-20T18:15:14.358893+00:00,True,2.746228114057028,0.2880140281457327,16.869016055285346,122,,False,True,2.4657952650883623,7.075411803934644,2.4657952650883623,2.4657952650883623,46.302479237016186,1.1102230246251565e-16,1.391693824561041,False,1.8694238747673262,True,False,True,7.075411803934644,2.741238615770474,7.061213653157518,7.08960995471177,0.028396301554252545,2.291039644129207,,,followup_needed,0,0,False,,no_prior,,No reliable period. Methods disagree at Tier 2 and Tier 3 could not resolve ambiguity. More observations needed.,False,,dense,3,1,38.0,2.7855555557180196,high,"gls,mbls,mhaov,ce,clean",,0,3,51.032222222245764,"Lg,Li,Lr"
2025 MO47,2026-03-20T18:15:16.024034+00:00,True,4.5703801900950465,0.5167689558199862,8.082027514917126,276,,True,False,4.569619873291097,9.145238412804268,4.569619873291097,9.145238412804268,56.70579256048566,1.1102230246251565e-16,1.2082631134801103,True,0.0006563638101645662,False,,,,,,,,,9.145238412804268,0.006002603529491559,confirmed,3,3,False,,no_prior,,"All 3 methods agree (spread=0.1%), p=1.11e-16, dense regime. High confidence.",False,31.6,dense,7,1,22.0,1.7591666666558012,high,"gls,mbls,mhaov,ce,clean",,0,3,288.9108333333861,"Lg,Li,Lr"
2025 MO79,2026-03-20T18:15:18.905145+00:00,True,3.5502951475737863,0.36307707583572996,7.734223300420304,122,,False,True,3.0977425808602863,5.475545181727242,3.0977425808602863,3.0977425808602863,25.56811285941005,3.1086244689504383e-15,0.9745121358529583,False,0.7675920573767749,True,False,True,5.475545181727242,4.541589314609886,5.46455746564351,5.4865328978109735,0.021975432167463893,2.5135887508920374,,,followup_needed,0,0,False,,no_prior,,No reliable period. Methods disagree at Tier 2 and Tier 3 could not resolve ambiguity. More observations needed.,False,,sparse,7,1,17.0,1.7591666666558012,medium,"mbls,mhaov,clean",,0,3,289.0280555555946,"Lg,Li,Lr"
2025 MP21,2026-03-20T18:15:25.967088+00:00,True,3.1182591295647817,0.5299889407309027,11.84295133886123,313,,False,True,3.1137412470823604,5.50754251417139,3.1137412470823604,3.1137412470823604,146.72491051386527,1.1102230246251565e-16,0.9948079124643434,False,0.7687861890679907,True,False,True,5.50754251417139,3.1116584770174223,5.496490589393789,5.51859443894899,0.02210384955520084,29.000525352425,,,followup_needed,0,0,False,,no_prior,,No reliable period. Methods disagree at Tier 2 and Tier 3 could not resolve ambiguity. More observations needed.,False,,dense,7,1,26.0,2.141111110977363,high,"gls,mbls,mhaov,ce,clean",,0,3,289.14722222217824,"Lg,Li,Lr"
2025 MP47,2026-03-20T18:15:35.706102+00:00,True,2.2061830915457725,0.4162310495367726,8.282927826738085,374,,False,True,2.0178326108702898,4.867595865288429,2.0178326108702898,2.0178326108702898,82.07023547061115,1.1102230246251565e-16,0.6170781230919873,False,1.4122892251144787,True,False,True,4.867595865288429,2.2054438034528783,4.857828114388185,4.877363616188673,0.019535501800488575,29.891239647074293,,,followup_needed,0,0,False,,no_prior,,No reliable period. Methods disagree at Tier 2 and Tier 3 could not resolve ambiguity. More observations needed.,False,,dense,7,1,31.0,2.6908333333558403,high,"gls,mbls,mhaov,ce,clean",,0,3,289.0869444444543,"Lg,Li,Lr"
2025 MP61,2026-03-20T18:15:37.153306+00:00,True,1.3901150575287642,0.4184605297027802,7.8663384311396145,264,,True,False,2.95375458486162,2.95375458486162,2.95375458486162,2.95375458486162,70.41734887294712,1.1102230246251565e-16,1.1917502723176516,True,0.0,False,,,,,,,,,2.95375458486162,0.0,confirmed,3,3,False,,no_prior,,"All 3 methods agree (spread=0.0%), p=1.11e-16, dense regime. High confidence.",False,73.4,dense,6,1,39.0,2.741111111099599,high,"gls,mbls,mhaov,ce,clean",,0,3,216.8336111109238,"Lg,Li,Lr"
2025 MP67,2026-03-20T18:15:43.502657+00:00,True,3.5622961480740365,0.5058894399589398,12.541103626349877,194,,False,True,3.1137412470823604,8.243314438146047,3.1137412470823604,3.1137412470823604,74.83561408750224,1.1102230246251565e-16,0.9844766346684652,False,1.6473986706084054,True,False,True,8.243314438146047,3.1158240171472986,8.226772670042747,8.259856206249347,0.03308353620660043,2.272075274884958,,,followup_needed,0,0,False,,no_prior,,No reliable period. Methods disagree at Tier 2 and Tier 3 could not resolve ambiguity. More observations needed.,False,,dense,4,1,57.5,2.7850000000325963,high,"gls,mbls,mhaov,ce,clean",,0,3,98.90444444445893,"Lg,Li,Lr"
