provid,run_timestamp,t1_passes,t1_gls_period_hr,t1_gls_power,t1_snr,t1_n_obs,t1_reject_reason,t2_passes,t2_to_tier3,t2_mhaov_period_hr,t2_mbls_period_hr,t2_ce_period_hr,t2_consensus_period_hr,t2_F_stat,t2_p_value,t2_amplitude_mag,t2_agreement,t2_period_spread_pct,t3_ran,t3_publish_tentative,t3_needs_followup,t3_adopted_period_hr,t3_clean_period_hr,t3_ci_lo,t3_ci_hi,t3_ci_width,t3_clean_peak_ratio,final_period_hr,final_period_unc_hr,reliability,r_code,r_flag,alias_risk,alias_note,lcdb_agreement,lcdb_delta_pct,reliability_notes,period_exceeds_grid,n_cycles,regime,n_nights,n_seasons,obs_per_night_median,night_duration_hr,reliability_ceiling,recommended_methods,lcdb_period_hr,lcdb_u_code,n_bands,baseline_hr,bands_used
2025 MP71,2026-03-20T18:15:45.527196+00:00,True,4.582381190595297,0.6087645204929784,15.603635347893256,342,,True,False,4.553621207069023,9.091243747915971,4.553621207069023,9.091243747915971,137.47005170035774,1.1102230246251565e-16,0.7645781320467696,True,0.0017566970872803995,False,,,,,,,,,9.091243747915971,0.015970561411720128,confirmed,3,3,False,,no_prior,,"All 3 methods agree (spread=0.2%), p=1.11e-16, dense regime. High confidence.",False,31.8,dense,7,1,33.0,2.6908333333558403,high,"gls,mbls,mhaov,ce,clean",,0,3,289.11111111118225,"Lg,Li,Lr"
2025 MQ58,2026-03-20T18:15:52.100426+00:00,True,1.366113056528264,0.378138663834292,9.678754486720718,287,,False,True,2.897759253084361,3.0817439146382126,2.897759253084361,2.897759253084361,52.14460354325062,1.1102230246251565e-16,1.103378011486162,False,0.06349204522699928,True,False,True,3.0817439146382126,2.345343609519784,3.0782364377869547,3.0852513914894706,0.007014953702515481,2.919512783707919,,,followup_needed,0,0,False,,no_prior,,No reliable period. Methods disagree at Tier 2 and Tier 3 could not resolve ambiguity. More observations needed.,False,,dense,7,1,21.0,2.6561111112241633,high,"gls,mbls,mhaov,ce,clean",,0,3,289.11111111118225,"Lg,Li,Lr"
2025 MR33,2026-03-20T18:15:54.525485+00:00,True,1.5221260630315157,0.3259828701853893,13.375264134915874,465,,True,False,1.7458552850950315,3.491710570190063,1.7458552850950315,3.491710570190063,74.27857022385123,1.1102230246251565e-16,0.8158911122298683,True,0.0,False,,,,,,,,,3.491710570190063,0.0,confirmed,3,3,False,,no_prior,,"All 3 methods agree (spread=0.0%), p=1.11e-16, dense regime. High confidence.",False,82.8,dense,7,1,36.0,2.714166666730307,high,"gls,mbls,mhaov,ce,clean",,0,3,288.96861111122416,"Lg,Li,Lr"
2025 MS34,2026-03-20T18:15:57.522916+00:00,True,1.2821060530265131,0.4696341796144511,9.965305303581127,291,,True,False,1.1059086362120707,2.313807935978659,1.1059086362120707,2.313807935978659,97.54089763402132,1.1102230246251565e-16,1.1360448046082485,True,0.046111704084257556,False,,,,,,,,,2.313807935978659,0.10669362685165468,confirmed,3,3,False,,no_prior,,"All 3 methods agree (spread=4.6%), p=1.11e-16, dense regime. High confidence.",False,62.4,dense,5,1,66.0,2.691111111198552,high,"gls,mbls,mhaov,ce,clean",,0,3,144.3027777778334,"Lg,Li,Lr"
2025 MS7,2026-03-20T18:15:59.857951+00:00,True,2.2781890945472734,0.7448089992942716,9.876659678418283,111,,True,False,2.2818106035345114,4.563621207069023,2.2818106035345114,4.563621207069023,84.22422531521175,1.1102230246251565e-16,1.1259392033396844,True,0.0,False,,,,,,,,,4.563621207069023,0.0,confirmed,3,3,False,,no_prior,,"All 3 methods agree (spread=0.0%), p=1.11e-16, dense regime. High confidence.",False,11.2,dense,3,1,37.0,2.6552777778706513,high,"gls,mbls,mhaov,ce,clean",,0,3,51.032222222245764,"Lg,Li,Lr"
2025 MT24,2026-03-20T18:16:01.653079+00:00,True,4.450370185092545,0.7033629602006672,37.882191324623335,375,,True,False,7.50537512504168,7.50537512504168,7.50537512504168,7.50537512504168,325.95667941804754,1.1102230246251565e-16,1.8562273749065437,True,0.0,False,,,,,,,,,7.50537512504168,0.0,confirmed,3,3,False,,no_prior,,"All 3 methods agree (spread=0.0%), p=1.11e-16, dense regime. High confidence.",False,28.9,dense,6,1,55.0,2.834861111099599,high,"gls,mbls,mhaov,ce,clean",,0,3,216.88222222222248,"Lg,Li,Lr"
2025 MU10,2026-03-20T18:16:10.042616+00:00,True,3.7423111555777884,0.60346329666095,10.367651295075937,446,,False,True,3.7376892297432476,6.457462487495832,3.7376892297432476,3.7376892297432476,175.99539330206935,1.1102230246251565e-16,0.66352968288486,False,0.7276616889678347,True,False,True,6.457462487495832,3.7351891031681688,6.444504368791828,6.470420606199835,0.025916237408006637,4.092448598558559,,,followup_needed,0,0,False,,no_prior,,No reliable period. Methods disagree at Tier 2 and Tier 3 could not resolve ambiguity. More observations needed.,False,,dense,6,1,64.5,2.8381944444263354,high,"gls,mbls,mhaov,ce,clean",,0,3,146.5100000000093,"Lg,Li,Lr"
2025 MU15,2026-03-20T18:16:12.111096+00:00,True,15.203266633316657,0.09095935023867896,6.048276984040549,172,,True,False,0.40996665555185063,0.40996665555185063,0.40996665555185063,0.40996665555185063,12.690020550968663,4.859915025967609e-09,0.9556277634784067,True,0.0,False,,,,,,,,,0.40996665555185063,0.0,confirmed,2,2,False,,no_prior,,"All 3 methods agree (spread=0.0%), p=4.86e-09, sparse regime. Moderate confidence.",False,705.2,sparse,7,1,19.0,2.442499999946449,medium,"mbls,mhaov,clean",,0,3,289.1238888888038,"Lg,Li,Lr"
2025 MU24,2026-03-20T18:16:14.986220+00:00,True,1.162096048024012,0.34835805461886477,10.254295530343283,457,,True,False,1.0579126375458485,2.115825275091697,1.0579126375458485,2.115825275091697,68.42588039300853,1.1102230246251565e-16,0.9331408932612387,True,0.0,False,,,,,,,,,2.115825275091697,0.0,confirmed,2,2,False,,no_prior,,"All 3 methods agree (spread=0.0%), p=1.11e-16, dense regime. High confidence.",False,102.4,dense,6,1,64.5,2.555972222413402,high,"gls,mbls,mhaov,ce,clean",,0,3,216.69472222222248,"Lg,Li,Lr"
2025 MU59,2026-03-20T18:16:16.889425+00:00,True,4.966413206603301,0.3783495398510875,16.321324682276757,481,,True,False,8.225315105035012,8.2013171057019,8.225315105035012,8.225315105035012,139.58258760896754,1.1102230246251565e-16,0.6691743119733471,True,0.0029175781142316243,False,,,,,,,,,8.225315105035012,0.023997999333108946,confirmed,3,3,False,,no_prior,,"All 3 methods agree (spread=0.3%), p=1.11e-16, dense regime. High confidence.",False,35.1,dense,7,1,38.0,2.691111111198552,high,"gls,mbls,mhaov,ce,clean",,0,3,289.0988888888969,"Lg,Li,Lr"
2025 MU8,2026-03-20T18:16:18.362707+00:00,True,0.4420360180090045,0.2140170858843593,9.1980478184472,275,,True,False,0.43396465488496166,0.8679293097699233,0.43396465488496166,0.8679293097699233,35.80820089349757,1.1102230246251565e-16,1.1129637860321113,True,0.0,False,,,,,,,,,0.8679293097699233,0.0,confirmed,2,2,False,,no_prior,,"All 3 methods agree (spread=0.0%), p=1.11e-16, dense regime. High confidence.",False,332.9,dense,7,1,24.0,2.6908333333558403,high,"gls,mbls,mhaov,ce,clean",,0,3,288.95638888911344,"Lg,Li,Lr"
2025 MU9,2026-03-20T18:16:24.339643+00:00,True,2.446203101550775,0.3139660271725901,12.17957064726222,319,,False,True,4.433631210403467,4.883594531510503,4.433631210403467,4.433631210403467,62.627935423572616,1.1102230246251565e-16,1.0961613582535998,False,0.10148866690831208,True,False,True,4.883594531510503,3.546904968322774,4.877431714696424,4.889757348324581,0.012325633628156751,7.2114239327686445,,,followup_needed,0,0,False,,no_prior,,No reliable period. Methods disagree at Tier 2 and Tier 3 could not resolve ambiguity. More observations needed.,False,,dense,5,1,82.0,2.9788888890179805,high,"gls,mbls,mhaov,ce,clean",,0,3,144.3377777778078,"Lg,Li,Lr"
2025 MV19,2026-03-20T18:16:31.051593+00:00,True,3.718309154577288,0.6941733525646802,16.276012227778747,237,,False,True,4.3936345448482825,7.427382460820272,4.3936345448482825,4.3936345448482825,179.09975195067142,1.1102230246251565e-16,1.1393208559445125,False,0.6904870864893607,True,False,True,7.427382460820272,3.7147518827346016,7.412478014410601,7.442286907229944,0.029808892819342958,1.7359396472393187,,,followup_needed,0,0,False,,no_prior,,No reliable period. Methods disagree at Tier 2 and Tier 3 could not resolve ambiguity. More observations needed.,False,,dense,5,1,50.0,2.629999999946449,high,"gls,mbls,mhaov,ce,clean",,0,3,144.25638888875255,"Lg,Li,Lr"
2025 MV31,2026-03-20T18:16:32.545744+00:00,True,2.9022411205602796,0.3915961577614643,9.953674398553495,271,,True,False,5.793517839279759,5.795518506168722,5.793517839279759,5.793517839279759,49.49961463025462,1.1102230246251565e-16,1.0351821374495636,True,0.0003453285110125356,False,,,,,,,,,5.793517839279759,0.002000666888963042,confirmed,3,3,False,,no_prior,,"All 3 methods agree (spread=0.0%), p=1.11e-16, dense regime. High confidence.",False,24.9,dense,5,1,67.0,2.973611111054197,high,"gls,mbls,mhaov,ce,clean",,0,3,144.4555555555271,"Lg,Li,Lr"
2025 MV38,2026-03-20T18:16:37.561754+00:00,True,2.3981990995497746,0.4831541760945829,11.435535344953655,241,,False,True,2.665778592864288,6.003501167055685,2.665778592864288,2.665778592864288,68.05047330363233,1.1102230246251565e-16,1.06350478708069,False,1.252062936931261,True,False,True,6.003501167055685,2.4000922983246364,5.991454007523132,6.015548326588237,0.02409431906510484,3.478532699612502,,,followup_needed,0,0,False,,no_prior,,No reliable period. Methods disagree at Tier 2 and Tier 3 could not resolve ambiguity. More observations needed.,False,,dense,5,1,53.0,2.9600000000791624,high,"gls,mbls,mhaov,ce,clean",,0,3,144.25694444443798,"Lg,Li,Lr"
2025 MV4,2026-03-20T18:16:46.021083+00:00,True,2.9622461230615302,0.6184198227877603,9.174458394517297,339,,False,True,2.6337812604201396,5.921507169056352,2.6337812604201396,2.6337812604201396,145.42924978350348,1.1102230246251565e-16,1.2844241752324217,False,1.248291176660019,True,False,True,5.921507169056352,2.959700680605909,5.909624545974634,5.93338979213807,0.02376524616343545,1.69978855395188,,,followup_needed,0,0,False,,no_prior,,No reliable period. Methods disagree at Tier 2 and Tier 3 could not resolve ambiguity. More observations needed.,False,,dense,7,1,37.0,1.9763888888410293,high,"gls,mbls,mhaov,ce,clean",,0,3,289.14722222217824,"Lg,Li,Lr"
2025 MV46,2026-03-20T18:16:54.741718+00:00,True,1.7021410705352675,0.3366065410451282,7.979800020804677,480,,False,True,3.665695231743914,3.401717239079693,3.665695231743914,3.665695231743914,56.898174258083905,1.1102230246251565e-16,0.5266668013731087,False,0.07201307691326116,True,False,True,3.401717239079693,2.971667367383331,3.3973952967600116,3.4060391813993744,0.008643884639362831,4.0704530199241775,,,followup_needed,0,0,False,,no_prior,,No reliable period. Methods disagree at Tier 2 and Tier 3 could not resolve ambiguity. More observations needed.,False,,dense,7,1,40.0,2.667777777824085,high,"gls,mbls,mhaov,ce,clean",,0,3,289.0866666667862,"Lg,Li,Lr"
2025 MW70,2026-03-20T18:17:01.729978+00:00,True,1.666138069034517,0.32754360962011625,8.709966752169418,259,,False,True,1.6658619539846615,3.5937012337445813,1.6658619539846615,1.6658619539846615,33.04733318987457,1.1102230246251565e-16,0.5835677723953511,False,1.1572623260573685,True,False,True,3.5937012337445813,1.7917766033493883,3.5864897931417503,3.6009126743474122,0.01442288120566193,4.669409806681679,,,followup_needed,0,0,False,,no_prior,,No reliable period. Methods disagree at Tier 2 and Tier 3 could not resolve ambiguity. More observations needed.,False,,dense,5,1,66.0,2.6552777778706513,high,"gls,mbls,mhaov,ce,clean",,0,3,144.25638888875255,"Lg,Li,Lr"
2025 MX34,2026-03-20T18:17:05.759389+00:00,True,3.2982741370685336,0.8027042945130909,16.5601486567459,168,,False,True,7.72135711903968,5.827515838612871,7.72135711903968,7.72135711903968,148.16590076680865,1.1102230246251565e-16,1.0929698113452293,False,0.2452731108313385,True,False,True,5.827515838612871,4.662012670890297,5.815821826896591,5.8392098503291505,0.023388023432559635,20.59705420750216,,,followup_needed,0,0,False,,no_prior,,No reliable period. Methods disagree at Tier 2 and Tier 3 could not resolve ambiguity. More observations needed.,False,,dense,3,1,60.0,2.903333333437331,high,"gls,mbls,mhaov,ce,clean",,0,3,51.00916666671401,"Lg,Li,Lr"
2025 MX44,2026-03-20T18:17:07.797221+00:00,True,1.1500950475237617,0.09412177220696617,9.061464943658017,433,,True,False,1.0979093031010336,1.0979093031010336,1.0979093031010336,1.0979093031010336,21.013092203606817,7.771561172376096e-16,1.05112993346433,True,0.0,False,,,,,,,,,1.0979093031010336,0.0,confirmed,2,2,False,,no_prior,,"All 3 methods agree (spread=0.0%), p=7.77e-16, dense regime. High confidence.",False,263.4,dense,7,1,38.0,2.67944444459863,high,"gls,mbls,mhaov,ce,clean",,0,3,289.1352777777356,"Lg,Li,Lr"
2025 MX50,2026-03-20T18:17:09.802728+00:00,True,1.94216108054027,0.34686137095620784,14.710155515867367,423,,True,False,1.7938512837612537,3.5877025675225074,1.7938512837612537,3.5877025675225074,99.91368505512341,1.1102230246251565e-16,0.720797620277501,True,0.0,False,,,,,,,,,3.5877025675225074,0.0,confirmed,3,3,False,,no_prior,,"All 3 methods agree (spread=0.0%), p=1.11e-16, dense regime. High confidence.",False,80.5,dense,7,1,33.0,2.67944444459863,high,"gls,mbls,mhaov,ce,clean",,0,3,288.8030555555597,"Lg,Li,Lr"
2025 MX63,2026-03-20T18:17:17.910552+00:00,True,4.138344172086042,0.2581422322311066,9.534129379253722,313,,False,True,2.857762587529176,8.29131043681227,2.857762587529176,2.857762587529176,37.05732517823794,1.1102230246251565e-16,1.1536296548897003,False,1.901329338200568,True,False,True,8.29131043681227,3.249629698193712,8.274672355668168,8.30794851795637,0.03327616228820318,1.8429768569892981,,,followup_needed,0,0,False,,no_prior,,No reliable period. Methods disagree at Tier 2 and Tier 3 could not resolve ambiguity. More observations needed.,False,,dense,6,1,44.0,2.808333333407063,high,"gls,mbls,mhaov,ce,clean",,0,3,216.8577777778264,"Lg,Li,Lr"
2025 MX69,2026-03-20T18:17:21.913388+00:00,True,3.826318159079539,0.7369437674794933,20.7032288810406,196,,False,True,14.520790263421139,7.651363787929309,14.520790263421139,14.520790263421139,147.53010713920457,1.1102230246251565e-16,1.4285227927918016,False,0.47307524940952494,True,True,False,7.651363787929309,7.349403611683269,7.622225078370608,7.6805024974880105,0.058277419117402474,9.483960331659247,7.651363787929309,0.029138709558701237,tentative,2,2,False,,no_prior,,"Tier 3 tentative: CI=0.058hr, CLEAN ratio=9.5. Both criteria met. Moderate confidence.",False,12.9,dense,4,1,58.0,2.7726388888258953,high,"gls,mbls,mhaov,ce,clean",,0,3,98.84472222224576,"Lg,Li,Lr"
2025 MY23,2026-03-20T18:17:23.180060+00:00,True,1.4381190595297648,0.360951843357493,13.808681269401111,168,,True,False,3.057745915305101,3.057745915305101,3.057745915305101,3.057745915305101,55.05318645844365,1.1102230246251565e-16,0.62139065712305,True,0.0,False,,,,,,,,,3.057745915305101,0.0,confirmed,3,3,False,,no_prior,,"All 3 methods agree (spread=0.0%), p=1.11e-16, dense regime. High confidence.",False,94.5,dense,7,1,22.0,2.514999999955762,high,"gls,mbls,mhaov,ce,clean",,0,3,289.0527777778334,"Lg,Li,Lr"
2025 MY77,2026-03-20T18:17:28.747198+00:00,True,3.814317158579289,0.4459722836123301,24.1025729376668,230,,False,True,6.569453151050349,7.625365121707235,6.569453151050349,6.569453151050349,108.65116914496535,1.1102230246251565e-16,1.506410808604175,False,0.16073057321185122,True,False,True,7.625365121707235,5.6334708626398315,7.614144846498442,7.636585396916028,0.022440550417586635,2.883260950997761,,,followup_needed,0,0,False,,no_prior,,No reliable period. Methods disagree at Tier 2 and Tier 3 could not resolve ambiguity. More observations needed.,False,,dense,5,1,59.0,2.938055555569008,high,"gls,mbls,mhaov,ce,clean",,0,3,144.48138888878748,"Lg,Li,Lr"
2025 MZ78,2026-03-20T18:17:30.959402+00:00,True,0.5980490245122561,0.43480194243495107,10.606095375297638,166,,True,False,1.1699033011003668,1.1699033011003668,1.1699033011003668,1.1699033011003668,44.42636146160433,1.1102230246251565e-16,1.283337540411014,True,0.0,False,,,,,,,,,1.1699033011003668,0.0,confirmed,2,2,False,,no_prior,,"All 3 methods agree (spread=0.0%), p=1.11e-16, dense regime. High confidence.",False,84.6,dense,4,1,48.0,2.7962500000430737,high,"gls,mbls,mhaov,ce,clean",,0,3,99.01138888893183,"Lg,Li,Lr"
